name,type,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd
Lickitung,Normal,30,36,51,41,36,41,1,Common,False,Neo Discovery,0.26
Nincada,Bug,30,41,35,50,21,34,1,Common,False,Gym Heroes,0.19
Charmeleon,Fire,100,95,47,62,58,66,1,Rare Holo,False,Team Rocket,4.61
Volbeat,Bug,95,48,60,61,37,67,1,Rare,True,Gym Challenge,2.13
Porygon,Normal,104,84,70,78,83,55,1,Rare Holo,False,Jungle,5.06
Cyndaquil,Fire,61,59,55,40,45,65,1,Uncommon,False,Team Rocket,0.45
Shiinotic,Fairy,90,43,49,52,52,61,1,Uncommon,False,Base Set,0.33
Gourgeist,Ghost,51,27,10,50,43,55,1,Common,False,Gym Heroes,0.08
Ledyba,Bug,90,49,48,60,80,53,1,Rare,False,Neo Genesis,1.77
Uxie V,Psychic,31,39,37,31,65,61,1,Common,True,Gym Challenge,0.33
Mudkip,Water,32,50,64,44,62,49,1,Common,False,Neo Genesis,0.48
Snorunt,Ice,74,36,63,80,45,62,1,Uncommon,False,Gym Challenge,0.24
Hariyama,Fighting,85,58,87,65,50,54,1,Rare,False,Gym Challenge,2.72
Gastrodon,Water,49,69,70,72,62,68,1,Rare,False,Team Rocket,1.22
Camerupt GX,Ground,30,59,55,39,41,38,1,Common,True,Base Set 2,0.27
Sylveon EX,Fairy,66,56,36,61,60,80,1,Uncommon,True,Fossil,1.19
Mienfoo,Fighting,75,51,80,68,50,54,1,Uncommon,False,Base Set,0.47
Donphan,Ground,86,35,58,62,37,41,1,Common,False,Base Set 2,0.37
Pachirisu,Electric,65,51,70,50,41,52,1,Uncommon,False,Base Set,0.33
Yveltal,Dark,67,58,80,70,54,47,1,Uncommon,False,Jungle,0.66
Zapdos,Flying,100,49,57,44,52,38,1,Uncommon,False,Jungle,1.18
Totodile,Water,98,70,80,63,54,90,1,Rare,False,Base Set 2,1.71
Togekiss,Fairy,108,62,50,70,66,83,1,Rare,False,Base Set,1.02
Vileplume,Grass,53,25,49,56,45,54,1,Common,True,Team Rocket,0.41
Machoke,Fighting,70,61,64,78,49,52,1,Uncommon,False,Gym Heroes,0.2
Murkrow,Flying,31,35,34,47,33,31,1,Common,False,Team Rocket,0.29
Pineco,Bug,77,39,50,50,36,51,1,Uncommon,False,Jungle,0.4
Suicune,Water,67,33,47,53,50,60,1,Common,False,Neo Genesis,0.11
Uxie,Psychic,74,29,44,57,68,66,1,Uncommon,False,Base Set 2,0.21
Sunflora,Grass,199,80,99,93,101,104,1,Rare Holo GX,True,Gym Heroes,26.09
Abomasnow,Grass,103,49,47,75,90,56,1,Rare,False,Neo Genesis,1.14
Pignite,Fire,67,62,31,24,49,28,1,Common,False,Team Rocket,0.33
Slugma,Fire,78,80,54,46,57,44,1,Uncommon,False,Neo Genesis,0.49
Pidgey,Normal,51,36,48,46,43,54,1,Common,False,Fossil,0.35
Delibird,Ice,93,70,63,60,51,52,1,Uncommon,False,Team Rocket,0.7
Ursaring,Normal,92,75,43,69,61,47,1,Rare,False,Neo Genesis,1.8
Meditite,Psychic,172,93,70,110,166,139,1,Rare Ultra,True,Base Set,327.27
Nidorina,Poison,115,62,68,58,52,54,1,Rare,False,Fossil,4.26
Frillish,Ghost,67,43,45,46,75,63,1,Uncommon,False,Base Set 2,0.55
Lucario,Fighting,42,59,68,32,33,43,1,Common,False,Jungle,0.2
Sandile,Dark,67,32,64,56,62,60,1,Common,False,Team Rocket,0.39
Munna,Psychic,91,45,56,67,99,81,1,Rare,False,Neo Genesis,1.69
Natu,Psychic,53,26,51,28,68,66,1,Common,False,Gym Heroes,0.37
Toxicroak,Fighting,112,66,86,80,60,63,1,Rare,False,Base Set 2,1.0
Roggenrola,Rock,86,57,52,66,53,62,1,Uncommon,False,Neo Genesis,0.35
Pidgey,Normal,74,61,61,72,63,55,1,Rare,False,Neo Discovery,0.83
Magmar,Fire,75,54,55,22,46,63,1,Uncommon,False,Gym Challenge,0.74
Pidgey,Normal,88,49,37,55,49,40,1,Uncommon,False,Neo Genesis,0.86
Musharna,Psychic,67,19,49,46,56,71,1,Common,False,Base Set,0.44
Feraligatr,Water,85,67,42,68,41,57,1,Uncommon,False,Base Set,0.62
Bellsprout,Grass,73,17,45,40,73,54,1,Common,False,Neo Discovery,0.54
Klefki,Fairy,204,104,87,128,137,144,1,Rare Ultra,True,Jungle,388.47
Fennekin V,Fire,66,61,46,37,44,50,1,Common,True,Gym Heroes,0.33
Turtwig,Grass,47,31,45,50,57,62,1,Common,False,Gym Challenge,0.31
Wingull,Water,55,39,60,74,55,67,1,Uncommon,False,Base Set,0.8
Corsola,Water,44,44,42,36,57,52,1,Common,False,Team Rocket,0.12
Deoxys EX,Psychic,109,53,50,45,75,54,1,Uncommon,True,Neo Genesis,1.63
Hitmonchan,Fighting,43,28,65,77,37,42,1,Common,False,Jungle,0.37
Yanma,Flying,67,36,44,23,56,23,1,Common,False,Fossil,0.25
Paras,Bug,154,78,67,93,85,94,1,Rare Holo EX,True,Team Rocket,62.31
Heracross,Bug,79,18,46,40,32,37,1,Common,False,Base Set 2,0.09
Chesnaught,Grass,108,63,54,80,94,62,1,Rare Holo,False,Gym Challenge,7.91
Kyogre,Water,90,57,63,71,74,69,1,Rare,False,Neo Genesis,1.65
Ledian,Bug,41,28,50,46,35,38,1,Common,False,Fossil,0.17
Furret,Normal,80,42,57,71,47,69,1,Rare,False,Base Set,2.11
Miltank,Normal,72,63,57,61,42,49,1,Uncommon,False,Neo Discovery,0.82
Quagsire,Ground,64,60,90,98,39,71,1,Rare,False,Gym Challenge,2.41
Sealeo,Water,111,53,59,80,67,73,1,Rare,False,Gym Challenge,1.74
Munna,Psychic,116,79,57,79,94,84,1,Rare Holo,False,Neo Discovery,3.36
Throh,Fighting,100,56,101,88,65,61,1,Rare,False,Jungle,2.65
Jirachi EX,Psychic,63,42,37,64,70,70,1,Uncommon,True,Base Set 2,1.17
Latios EX,Dragon,62,47,83,61,77,60,1,Uncommon,True,Gym Challenge,0.76
Polteageist,Ghost,78,45,65,26,65,75,1,Rare,False,Team Rocket,1.4
Whiscash,Ground,76,74,117,104,68,67,1,Rare Holo,False,Base Set 2,21.98
Dialga,Dragon,59,70,54,39,48,47,1,Common,False,Neo Discovery,0.15
Nuzleaf,Grass,55,49,37,67,50,49,1,Uncommon,False,Base Set 2,0.55
Morelull,Fairy,46,40,47,58,60,60,1,Common,False,Base Set 2,0.23
Tyranitar GX,Dark,68,54,61,63,49,49,1,Uncommon,True,Base Set 2,0.65
Gabite,Dragon,45,57,82,46,48,53,1,Common,False,Base Set,0.26
Aegislash,Steel,99,73,77,119,58,85,1,Rare Holo,False,Base Set,4.39
Makuhita,Fighting,31,39,66,64,47,32,1,Common,False,Base Set 2,0.1
Swampert,Water,75,52,70,77,62,83,1,Rare,False,Base Set 2,2.32
Totodile,Water,68,52,54,72,65,88,1,Rare,False,Base Set 2,1.51
Vullaby,Dark,89,48,65,45,68,56,1,Rare,True,Base Set,2.68
Koffing,Poison,78,51,80,84,97,76,1,Rare Holo,False,Neo Discovery,2.78
Hakamo-o GX,Dragon,107,66,89,82,79,67,1,Rare,True,Neo Genesis,4.66
Lumineon,Water,70,77,71,67,31,65,1,Uncommon,False,Team Rocket,0.46
Delphox,Fire,41,38,52,48,50,26,1,Common,False,Base Set 2,0.32
Pikachu,Electric,152,102,113,75,105,91,1,Rare Holo GX,True,Neo Genesis,58.43
Tropius,Flying,65,32,50,35,65,37,1,Common,False,Neo Discovery,0.54
Fletchinder,Fire,44,78,27,49,38,56,1,Uncommon,False,Gym Challenge,0.65
Plusle,Electric,51,40,59,24,38,36,1,Common,False,Base Set,0.33
Houndoom,Dark,92,51,61,57,76,63,1,Rare,False,Gym Challenge,0.99
Deino,Dark,115,70,86,72,65,60,1,Rare,False,Gym Heroes,2.26
Galvantula,Electric,70,45,48,44,57,52,1,Uncommon,False,Fossil,0.43
Lunatone V,Psychic,102,64,58,71,115,98,1,Rare Holo,True,Gym Heroes,7.47
Cherrim,Grass,88,38,63,44,70,53,1,Uncommon,False,Neo Discovery,0.96
Magneton,Steel,63,49,40,66,45,67,1,Common,False,Gym Challenge,0.46
Ninetales,Fire,96,74,44,42,61,48,1,Rare,False,Neo Genesis,2.06
Duraludon,Steel,30,38,59,69,55,64,1,Common,False,Jungle,0.28
Feebas,Water,65,44,24,44,34,49,1,Common,False,Jungle,0.22
Buizel,Water,83,40,36,70,54,44,1,Common,False,Gym Challenge,0.34
Shiftry,Grass,209,83,102,118,133,96,1,Rare Holo GX,True,Fossil,140.39
Metagross,Steel,45,62,61,54,47,68,1,Common,False,Neo Discovery,0.39
Carbink EX,Fairy,40,30,29,40,39,71,1,Common,True,Neo Genesis,0.29
Vikavolt,Electric,97,53,66,59,83,58,1,Rare,True,Jungle,3.49
Swinub,Ice,195,100,124,152,134,128,1,Secret Rare,True,Team Rocket,282.86
Budew,Grass,85,31,47,52,40,59,1,Uncommon,False,Team Rocket,0.25
Azumarill,Water,30,58,43,66,43,45,1,Common,False,Team Rocket,0.25
Rhyhorn,Ground,82,86,89,86,57,52,1,Rare,False,Team Rocket,2.55
Suicune,Water,91,46,52,80,58,69,1,Rare,False,Gym Challenge,0.97
Talonflame,Fire,45,47,46,39,51,32,1,Common,False,Fossil,0.16
Honedge,Steel,191,107,110,151,99,125,1,Rare Holo GX,True,Base Set,28.73
Kommo-o,Dragon,86,43,76,59,86,63,1,Uncommon,False,Jungle,1.06
Raichu,Electric,30,46,40,32,58,42,1,Common,False,Team Rocket,0.23
Chinchou,Electric,54,49,55,48,61,47,1,Common,False,Neo Discovery,0.28
Minun,Electric,80,45,64,41,60,51,1,Uncommon,False,Team Rocket,0.39
Golduck,Water,67,53,53,66,39,58,1,Uncommon,False,Base Set 2,0.86
Lickitung,Normal,86,61,59,72,54,58,1,Rare,False,Team Rocket,0.96
Chesnaught,Grass,66,59,63,59,75,56,1,Uncommon,False,Neo Discovery,0.62
Pidgeotto,Flying,46,27,60,47,33,57,1,Common,False,Base Set 2,0.41
Pidgeotto,Normal,36,49,53,58,55,61,1,Common,False,Base Set 2,0.5
Honchkrow,Dark,35,61,53,44,64,42,1,Common,False,Base Set,0.17
Dunsparce,Normal,86,70,33,76,61,64,1,Rare,False,Neo Genesis,1.54
Goomy,Dragon,30,40,65,68,48,48,1,Common,False,Neo Genesis,0.44
Onix,Rock,76,72,65,45,27,19,1,Common,False,Fossil,0.4
Shedinja,Bug,33,43,59,18,37,42,1,Common,False,Gym Heroes,0.31
Latias,Psychic,73,51,58,48,116,95,1,Rare,False,Neo Discovery,2.1
Shaymin,Grass,99,69,67,78,79,75,1,Rare Holo,False,Jungle,5.47
Incineroar,Fire,46,65,44,24,51,47,1,Common,False,Base Set,0.72
Dodrio,Flying,100,58,80,64,83,49,1,Rare Holo,False,Fossil,5.48
Aggron,Steel,80,56,76,91,35,82,1,Uncommon,False,Gym Heroes,0.4
Cranidos,Rock,30,47,56,59,47,51,1,Common,False,Base Set 2,0.16
Drowzee,Psychic,65,56,29,51,69,72,1,Uncommon,False,Jungle,0.76
Kirlia,Fairy,72,44,31,38,43,79,1,Common,False,Fossil,0.18
Regice,Ice,46,67,57,76,52,52,1,Uncommon,False,Neo Discovery,0.82
Gurdurr,Fighting,81,70,92,80,43,69,1,Rare,False,Fossil,1.64
Spearow EX,Normal,69,70,51,68,52,45,1,Uncommon,True,Gym Challenge,1.96
Pumpkaboo,Ghost,109,49,61,58,52,70,1,Uncommon,False,Gym Heroes,0.5
Axew,Dragon,48,55,59,62,62,44,1,Common,False,Base Set,0.21
Haunter EX,Ghost,80,38,46,38,76,71,1,Uncommon,True,Base Set 2,0.61
Kyogre,Water,45,28,49,49,50,53,1,Common,False,Neo Discovery,0.49
Dragonair,Dragon,77,70,61,71,70,56,1,Uncommon,False,Base Set,0.3
Charmeleon,Fire,72,46,34,48,42,28,1,Common,False,Neo Genesis,0.16
Fletchinder EX,Fire,100,81,61,48,55,49,1,Rare,True,Gym Challenge,1.41
Vikavolt,Electric,97,70,82,53,58,58,1,Rare,True,Jungle,2.85
Crawdaunt,Dark,94,64,71,74,86,75,1,Rare,False,Gym Challenge,3.83
Numel,Fire,71,71,45,20,28,42,1,Common,False,Neo Discovery,0.21
Hakamo-o,Dragon,82,74,82,53,91,49,1,Uncommon,False,Gym Challenge,0.88
Murkrow,Dark,104,62,88,65,84,63,1,Rare,False,Base Set,1.93
Slurpuff,Fairy,98,79,60,82,66,91,1,Rare Holo,False,Jungle,11.85
Sneasel,Dark,188,92,106,103,106,114,1,Rare Holo GX,True,Jungle,53.94
Cherrim,Grass,84,42,60,76,74,62,1,Rare,False,Base Set 2,2.43
Dialga,Steel,50,54,42,54,29,53,1,Common,False,Base Set,0.1
Machoke,Fighting,83,64,91,76,52,53,1,Uncommon,False,Gym Challenge,0.67
Zoroark,Dark,38,47,59,54,53,53,1,Common,False,Fossil,0.28
Exeggutor,Grass,81,44,59,60,46,56,1,Uncommon,False,Neo Genesis,0.55
Zubat,Flying,89,54,38,26,61,32,1,Uncommon,False,Gym Challenge,1.02
Shiftry,Grass,81,51,37,72,82,57,1,Rare,False,Gym Challenge,0.95
Camerupt,Ground,35,43,80,59,49,53,1,Common,False,Team Rocket,0.53
Graveler,Ground,42,57,53,48,50,34,1,Common,False,Base Set 2,0.41
Togedemaru,Steel,59,49,54,73,48,68,1,Common,False,Gym Heroes,0.22
Sentret,Normal,30,65,32,45,26,40,1,Common,False,Neo Discovery,0.27
Azurill,Fairy,95,68,49,59,58,78,1,Rare,False,Gym Challenge,2.73
Weepinbell,Grass,92,62,63,75,78,73,1,Rare,False,Base Set,1.57
Weepinbell,Poison,67,32,48,29,70,62,1,Common,False,Jungle,0.43
Absol,Dark,59,37,42,31,57,37,1,Common,False,Jungle,0.14
Magcargo,Fire,76,88,56,42,61,49,1,Rare,False,Base Set 2,0.65
Ninjask,Bug,111,43,73,57,68,74,1,Rare,False,Gym Challenge,3.1
Poliwrath,Water,73,21,61,77,47,66,1,Uncommon,False,Base Set,0.52
Goodra,Dragon,47,46,60,61,51,51,1,Common,False,Fossil,0.39
Krookodile,Dark,77,48,59,43,61,50,1,Uncommon,False,Fossil,0.73
Buizel,Water,52,60,25,47,41,54,1,Common,False,Neo Discovery,0.45
Pancham,Fighting,63,52,60,63,46,45,1,Common,False,Gym Challenge,0.24
Wartortle,Water,59,61,57,73,53,60,1,Uncommon,False,Gym Heroes,0.55
Combusken,Fire,71,56,38,33,27,50,1,Common,False,Fossil,0.13
Bellossom,Grass,87,62,52,66,75,54,1,Rare,False,Neo Genesis,0.73
Mimikyu,Fairy,216,107,79,111,124,143,1,Rare Ultra,True,Base Set 2,243.26
Oddish,Poison,61,47,66,56,66,70,1,Uncommon,False,Jungle,0.4
Doduo,Flying,30,35,46,39,60,52,1,Common,False,Gym Challenge,0.18
Servine,Grass,71,46,54,60,58,68,1,Rare,False,Neo Genesis,1.51
Umbreon EX,Dark,31,60,57,62,51,50,1,Common,True,Team Rocket,0.86
Anorith,Rock,50,60,51,76,30,51,1,Common,False,Fossil,0.76
Glalie,Ice,37,47,36,49,59,51,1,Common,False,Jungle,0.15
Camerupt,Ground,44,53,58,71,55,54,1,Uncommon,False,Neo Genesis,0.72
Bulbasaur,Grass,51,55,48,49,56,32,1,Common,False,Gym Challenge,0.21
Pancham,Fighting,79,60,85,67,52,58,1,Rare,False,Team Rocket,1.87
Croconaw,Water,75,60,58,66,56,82,1,Uncommon,False,Gym Heroes,0.49
Kyogre,Water,178,105,99,111,76,114,1,Rare Holo EX,True,Base Set,61.29
Incineroar V,Fire,64,72,39,34,57,51,1,Common,True,Team Rocket,0.6
Lapras,Water,30,26,47,49,46,54,1,Common,False,Gym Heroes,0.22
Ditto,Normal,75,78,50,58,47,50,1,Uncommon,False,Base Set 2,0.59
Totodile,Water,33,69,60,60,55,69,1,Uncommon,False,Jungle,0.26
Ludicolo,Water,70,62,25,60,49,62,1,Uncommon,False,Fossil,0.56
Slakoth,Normal,43,47,30,53,44,66,1,Common,False,Gym Heroes,0.5
Hoothoot,Normal,30,53,44,40,45,60,1,Common,False,Gym Heroes,0.5
Celebi,Psychic,87,43,25,41,96,72,1,Uncommon,False,Team Rocket,0.89
Throh,Fighting,95,43,84,82,47,67,1,Rare,False,Base Set 2,2.29
Dugtrio,Ground,101,70,93,90,52,57,1,Rare,False,Fossil,2.3
Pelipper,Flying,75,38,25,33,47,43,1,Common,False,Team Rocket,0.2
Azumarill,Fairy,68,61,28,48,31,51,1,Common,False,Gym Challenge,0.63
Raboot,Fire,59,67,53,19,60,42,1,Uncommon,False,Fossil,0.27
Sunkern,Grass,60,33,30,49,48,45,1,Common,False,Gym Heroes,0.53
Toxicroak GX,Fighting,32,39,66,61,45,34,1,Common,True,Fossil,0.75
Monferno,Fire,53,66,29,40,53,46,1,Common,False,Jungle,0.27
Heliolisk,Electric,35,26,48,42,51,42,1,Common,False,Base Set 2,0.14
Gothorita,Psychic,77,58,35,55,81,88,1,Rare,False,Jungle,0.93
Taillow,Flying,62,34,46,55,53,44,1,Common,False,Gym Heroes,0.25
Garchomp,Dragon,74,83,66,66,86,76,1,Rare,False,Fossil,0.66
Bayleef,Grass,72,67,41,87,86,64,1,Rare,False,Fossil,1.34
Omanyte,Rock,128,70,88,106,52,102,1,Rare Holo,False,Neo Discovery,6.25
Numel,Fire,75,97,57,42,35,62,1,Rare,False,Base Set,1.07
Cryogonal,Ice,76,56,46,78,56,61,1,Uncommon,False,Fossil,0.8
Gyarados,Water,89,55,62,70,56,73,1,Rare,False,Team Rocket,2.07
Metapod V,Bug,104,43,63,46,46,53,1,Rare,True,Neo Genesis,2.33
Pansage,Grass,93,58,78,64,74,61,1,Rare,False,Team Rocket,1.09
Emboar,Fire,92,107,68,48,81,61,1,Rare Holo,False,Base Set 2,5.21
Dratini,Dragon,34,61,69,48,66,57,1,Uncommon,False,Neo Discovery,0.7
Meltan,Steel,58,58,46,77,30,83,1,Uncommon,False,Neo Genesis,0.46
Arcanine,Fire,170,121,78,68,95,69,1,Rare Holo EX,True,Base Set 2,36.03
Krokorok,Dark,90,78,71,59,57,58,1,Rare,False,Neo Genesis,1.01
Scyther,Bug,107,44,58,77,56,61,1,Rare,False,Jungle,1.37
Walrein,Water,193,102,120,150,107,137,1,Rare Ultra,True,Gym Heroes,253.49
Jangmo-o,Dragon,59,40,57,61,41,37,1,Common,False,Fossil,0.11
Zorua,Dark,103,81,82,63,88,75,1,Rare Holo,False,Gym Heroes,3.53
Kommo-o,Dragon,117,82,95,69,108,70,1,Rare Holo,False,Neo Discovery,3.56
Alolan Sandslash,Ice,77,40,52,48,75,64,1,Uncommon,False,Base Set 2,0.57
Snivy,Grass,30,30,46,54,67,39,1,Common,False,Gym Challenge,0.16
Latias,Dragon,30,66,67,54,66,61,1,Common,False,Fossil,0.33
Psyduck,Water,155,84,86,106,91,82,1,Rare Holo EX,True,Neo Genesis,42.86
Gothorita,Psychic,91,73,42,68,100,92,1,Rare Holo,False,Fossil,12.33
Pancham,Fighting,58,42,84,63,39,53,1,Uncommon,False,Neo Discovery,1.17
Latios,Dragon,80,80,101,79,97,62,1,Rare Holo,False,Gym Challenge,7.56
Magneton GX,Steel,86,69,56,85,54,100,1,Rare,True,Gym Heroes,2.5
Purrloin,Dark,84,87,81,52,64,43,1,Rare,False,Fossil,1.83
Aromatisse,Fairy,64,58,45,75,66,61,1,Common,False,Base Set 2,0.24
Dugtrio,Ground,73,58,80,57,52,50,1,Uncommon,False,Fossil,0.56
Tyrogue,Fighting,79,55,75,45,49,36,1,Common,False,Team Rocket,0.3
Zorua,Dark,72,62,70,51,41,54,1,Uncommon,False,Gym Heroes,0.18
Persian,Normal,58,48,27,53,34,29,1,Common,False,Gym Challenge,0.09
Moltres,Fire,153,138,79,80,90,93,1,Rare Holo GX,True,Neo Genesis,53.64
Honedge,Steel,60,68,61,72,51,61,1,Uncommon,False,Neo Discovery,0.48
Oddish,Grass,209,103,96,115,137,116,1,Rare Ultra,True,Jungle,148.38
Avalugg,Ice,77,67,79,69,59,50,1,Uncommon,False,Neo Discovery,0.71
Grumpig EX,Psychic,54,40,33,74,60,49,1,Common,True,Gym Heroes,0.52
Thundurus,Electric,49,39,40,35,33,40,1,Common,False,Base Set 2,0.11
Drifloon,Ghost,62,49,62,29,64,40,1,Common,False,Base Set 2,0.18
Sableye,Ghost,40,47,30,28,64,38,1,Common,False,Neo Discovery,0.13
Darmanitan,Fire,48,50,41,51,18,38,1,Common,False,Team Rocket,0.08
Carbink,Fairy,70,49,29,55,71,46,1,Common,False,Gym Challenge,0.29
Piplup,Water,85,44,57,34,49,53,1,Common,False,Team Rocket,0.14
Kricketot,Bug,63,44,34,48,33,30,1,Common,False,Neo Discovery,0.44
Skarmory,Steel,67,46,44,75,46,60,1,Common,False,Fossil,0.23
Lugia,Flying,65,57,77,55,62,58,1,Rare,False,Team Rocket,2.25
Reshiram,Fire,81,46,40,37,34,59,1,Common,False,Gym Heroes,0.24
Victini EX,Psychic,81,40,30,70,82,69,1,Uncommon,True,Team Rocket,1.63
Heracross,Bug,76,49,72,67,60,73,1,Rare Holo,False,Base Set 2,7.44
Swablu EX,Flying,61,60,34,32,53,28,1,Uncommon,True,Fossil,0.65
Munna,Psychic,73,45,42,69,90,93,1,Rare,False,Gym Heroes,3.23
Qwilfish,Water,44,51,46,55,58,36,1,Common,False,Gym Heroes,0.18
Chespin,Grass,30,37,49,41,63,48,1,Common,False,Team Rocket,0.38
Abomasnow,Grass,30,39,39,55,54,39,1,Common,False,Neo Genesis,0.18
Rotom,Electric,89,53,97,43,72,71,1,Rare Holo,False,Fossil,3.54
Slowpoke,Psychic,94,59,24,60,97,58,1,Uncommon,False,Neo Discovery,0.84
Vanilluxe,Ice,54,46,52,62,45,60,1,Uncommon,True,Neo Genesis,0.63
Victini,Fire,67,58,59,58,63,40,1,Uncommon,True,Base Set 2,0.57
Illumise,Bug,53,40,54,58,56,73,1,Uncommon,False,Neo Discovery,0.41
Milotic,Water,51,44,47,66,24,48,1,Common,False,Base Set,0.15
Medicham EX,Fighting,88,74,109,85,53,70,1,Rare Holo,True,Gym Heroes,9.65
Nidoran V,Poison,51,15,55,35,41,48,1,Common,True,Neo Genesis,0.35
Golbat,Flying,97,68,76,56,69,65,1,Rare Holo,False,Team Rocket,4.21
Grumpig,Psychic,96,28,39,44,85,86,1,Uncommon,False,Neo Genesis,0.39
Weedle,Bug,82,29,66,71,60,51,1,Uncommon,False,Jungle,0.33
Sunkern,Grass,31,47,38,52,60,33,1,Common,False,Base Set 2,0.24
Victini,Psychic,89,44,49,76,92,89,1,Rare,True,Neo Genesis,3.1
Shellos,Water,120,68,54,115,60,101,1,Rare Holo,False,Neo Genesis,6.31
Klefki,Fairy,77,45,39,60,64,65,1,Uncommon,False,Neo Genesis,1.05
Cascoon,Bug,71,54,58,54,60,75,1,Uncommon,False,Gym Challenge,0.41
Magikarp,Water,95,63,68,54,60,70,1,Rare,False,Jungle,0.45
Raichu,Electric,82,57,76,48,52,68,1,Rare,False,Team Rocket,2.81
Lotad,Water,78,72,43,56,52,80,1,Uncommon,False,Gym Challenge,0.55
Wigglytuff,Normal,45,35,37,45,47,30,1,Common,False,Gym Challenge,0.28
Togekiss,Fairy,98,57,51,56,79,93,1,Rare,False,Team Rocket,3.87
Wartortle EX,Water,61,55,38,63,38,66,1,Common,True,Base Set 2,0.54
Swalot,Poison,66,49,55,47,36,51,1,Common,False,Base Set 2,0.08
Rampardos,Rock,88,41,67,94,57,60,1,Uncommon,False,Fossil,0.5
Heatran,Fire,79,85,54,42,73,50,1,Rare,False,Fossil,1.1
Chesnaught EX,Grass,95,58,68,75,91,82,1,Rare Holo,True,Neo Genesis,14.25
Cleffa,Fairy,74,59,29,44,61,63,1,Uncommon,False,Neo Discovery,0.69
Uxie,Psychic,152,56,66,84,112,133,1,Rare Holo EX,True,Gym Heroes,54.76
Deino,Dark,89,64,92,76,86,80,1,Rare Holo,False,Jungle,3.28
Farfetchd,Normal,81,73,61,46,43,49,1,Uncommon,False,Neo Genesis,0.4
Piplup,Water,74,42,46,51,41,72,1,Common,False,Team Rocket,0.54
Gyarados,Water,33,28,55,44,32,74,1,Common,False,Neo Discovery,0.19
Serperior,Grass,196,106,112,101,121,87,1,Rare Ultra,True,Gym Challenge,363.0
Deino,Dark,90,77,90,81,68,82,1,Rare Holo,False,Neo Discovery,8.07
Lapras GX,Water,97,58,55,78,66,82,1,Rare,True,Jungle,1.35
Finneon,Water,105,80,67,83,74,94,1,Rare Holo,False,Gym Challenge,4.9
Bastiodon,Rock,49,51,48,86,24,64,1,Common,False,Neo Discovery,0.29
Darkrai,Dark,66,42,70,71,33,48,1,Uncommon,False,Base Set 2,0.86
Zorua,Dark,54,57,74,42,67,62,1,Uncommon,False,Neo Genesis,0.34
Walrein,Water,108,84,92,98,66,93,1,Rare Holo,False,Fossil,9.46
Anorith,Bug,69,37,40,50,20,41,1,Common,False,Neo Discovery,0.1
Boltund,Electric,195,100,128,71,88,82,1,Rare Holo GX,True,Gym Heroes,63.08
Noctowl GX,Normal,40,42,59,64,78,49,1,Uncommon,True,Base Set 2,0.91
Lugia GX,Psychic,54,25,58,50,82,72,1,Uncommon,True,Neo Genesis,2.1
Uxie,Psychic,52,43,10,51,76,63,1,Common,False,Jungle,0.24
Wartortle,Water,43,46,39,46,47,58,1,Common,False,Base Set,0.16
Ludicolo,Grass,81,44,61,56,74,60,1,Rare,False,Base Set,0.48
Doduo,Normal,111,83,70,71,56,84,1,Rare Holo,False,Jungle,14.07
Golbat,Flying,44,36,38,44,42,44,1,Common,False,Base Set 2,0.29
Yamper,Electric,30,40,70,34,47,41,1,Common,False,Neo Discovery,0.4
Litwick,Ghost,43,47,30,36,56,41,1,Common,False,Gym Heroes,0.36
Kadabra,Psychic,59,33,26,37,69,69,1,Common,False,Gym Heroes,0.37
Numel,Ground,79,69,96,98,59,60,1,Rare,False,Gym Challenge,3.09
Riolu,Fighting,63,52,90,64,38,51,1,Uncommon,False,Base Set 2,0.24
Starmie,Psychic,99,32,42,73,92,82,1,Rare,False,Base Set,2.87
Weepinbell GX,Grass,71,57,53,49,77,67,1,Uncommon,True,Base Set,0.6
Luxray,Electric,95,51,45,50,50,45,1,Uncommon,False,Fossil,0.69
Kangaskhan,Normal,63,68,48,42,49,69,1,Uncommon,False,Base Set 2,0.43
Suicune,Water,78,67,71,72,69,70,1,Rare,False,Base Set,1.8
Hypno,Psychic,152,72,45,94,115,119,1,Rare Holo EX,True,Neo Discovery,44.65
Heracross GX,Bug,114,40,89,73,59,79,1,Rare Holo,True,Gym Heroes,10.49
Yamper,Electric,94,56,77,61,71,42,1,Rare,False,Neo Discovery,1.62
Mimikyu,Fairy,30,34,36,42,63,71,1,Common,False,Gym Heroes,0.49
Gardevoir,Psychic,117,60,69,59,96,96,1,Rare Holo,False,Base Set,7.37
Porygon2,Normal,74,51,44,46,40,31,1,Uncommon,False,Base Set,0.44
Venusaur,Grass,90,48,65,74,73,63,1,Rare,True,Gym Challenge,3.45
Tauros,Normal,63,55,58,50,70,39,1,Uncommon,False,Gym Heroes,0.43
Zigzagoon,Normal,78,52,50,65,46,60,1,Uncommon,False,Neo Genesis,0.69
Bewear,Fighting,60,45,77,54,41,28,1,Common,False,Neo Genesis,0.08
Vaporeon EX,Water,73,49,51,70,43,67,1,Uncommon,True,Jungle,3.17
Luxio,Electric,191,72,99,79,84,78,1,Rare Holo EX,True,Neo Discovery,41.77
Azumarill,Water,70,46,68,95,44,48,1,Uncommon,False,Fossil,0.41
Duraludon,Steel,66,64,64,73,38,66,1,Uncommon,False,Team Rocket,0.71
